DURAT	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	ICELAND	IRELAND	ISRAEL	ITALY	NETHER	NORWAY	PORTUG	SPAIN	SWEDEN	UK	T	POPINFL	OPPINFL	ROPINFL	PROX	IDENT	VOLAT	RESPONSE	INVEST	POLAR	FRACT	NUMST2	PARLBAS	CRISIS	FORMAT	OPPCONC	ELTIME2	ELTIMEB	ELTIMEN	CARETK2	NONPART	ELECTC	ELECTM	SINGPAR	EXTSUP	SALIEN	OPPCON2	OPPCOND	NP	DECPROX	CIEP12	CIEP24	CIEPTW
8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	105	2	0	5	767	1	72	108	5	-0.29576999	1	0	0	0	0	0	0	0	0	391.32352	0.75	0	4.2918501	75	1	1	1
3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	105	3	0	5	767	0	43	17	1	-0.83332998	0	1	0	1	0	1	0	0	0	391.32352	0.61404002	0	4.2918501	75	1	1	1
43	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	67	1	105	3	0	5	751	1	54	57	3	-0.75471997	1	0	0	0	0	1	1	0	0	391.32352	0.86957002	0	4.0160599	75	0	0	0
47	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	2	87	5	0	7	685	1	50	0	1	-0.85714	1	0	0	0	0	1	1	1	0	482.54901	0.83999997	0	3.1745999	100	0	0	0
25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	2	87	5	0	0	626	1	56	0	1	-0.78182	1	0	0	0	0	0	0	1	0	482.54901	0.97727001	0	2.6738	100	1	0	1
23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	2	60	5	0	0	626	1	56	2	1	-0.78182	0	1	0	0	0	1	1	1	0	274.2157	0.97727001	0	2.6738	50	1	1	1
15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	2	60	5	0	2	677	1	51	0	1	-0.92000002	1	0	0	0	0	0	0	1	0	274.2157	0.93878001	0	3.0959799	50	1	1	1
33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	2	60	5	0	2	677	1	51	7	1	-0.92000002	0	1	0	0	0	1	1	1	0	274.2157	0.93878001	0	3.0959799	50	1	0	1
47	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	2	60	5	0	1	666	1	52	0	1	-0.92157	1	0	0	0	0	1	0	1	0	274.2157	0.97917002	0	2.99401	50	0	0	0
23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	51	1	0	1	689	0	49	0	1	-1.02083	1	0	0	0	0	0	0	1	0	315.88235	0.96078002	0	3.21543	60	1	1	1
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	51	4	0	1	689	0	49	4	1	-1.04167	0	0	1	0	0	0	0	0	0	315.88235	0.98039001	0	3.21543	60	1	1	1
25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	51	1	0	1	689	0	49	4	1	-1.02083	0	1	0	0	0	1	0	1	0	315.88235	0.96078002	0	3.21543	60	1	0	1
47	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	51	4	0	1	715	1	53	1	1	-0.88462001	1	0	0	0	0	1	1	0	0	315.88235	0.97872001	0	3.50877	60	0	0	0
18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	51	3	0	0	680	1	50	0	1	-1	1	0	0	0	0	0	0	0	0	315.88235	0.98000002	0	3.125	60	1	1	1
19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	181	5	0	0	680	0	49	11	2	-1.04167	0	0	1	0	0	0	0	1	0	232.54903	0.98039001	0	3.125	40	1	1	1
12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	181	4	0	0	680	0	26	11	3	-1.96	0	1	0	0	0	1	0	0	0	232.54903	0.66215998	0	3.125	40	1	1	1
27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	181	1	0	13	758	0	40	4	1	-1.25641	1	0	0	0	0	0	0	1	0	232.54903	0.81667	0	4.1322298	40	1	0	1
20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	181	1	0	13	758	0	40	3	1	-1.25641	0	1	0	0	0	1	1	1	0	232.54903	0.81667	0	4.1322298	40	1	1	1
41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	181	5	0	1	663	0	49	0	1	-1.02083	1	0	0	0	0	0	0	1	0	232.54903	0.96078002	0	2.96736	40	0	0	0
8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	103	5	0	1	663	0	49	5	1	-1.02083	0	1	0	0	0	1	0	1	0	232.54903	0.96078002	0	2.96736	40	1	1	1
19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	103	5	0	5	687	0	34	2	2	-1.39394	1	0	0	0	0	0	0	1	0	232.54903	0.69696999	0	3.19489	40	1	1	1
28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	103	2	0	5	687	1	51	0	1	-0.92000002	0	1	0	0	0	1	0	0	0	232.54903	0.93878001	0	3.19489	40	1	0	1
7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	3	5	56	3	103	4	0	5	676	0	49	0	1	-1.02083	1	0	0	0	0	0	0	0	0	232.54903	0.96078002	0	3.0864201	40	1	1	1
3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	116	2	0	16	709	1	83	0	1	-0.19512001	1	0	0	0	0	0	0	0	0	130.49019	0.94117999	0	3.43643	22	1	1	1
17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	116	1	0	16	709	0	40	9	1	-1.1282099	0	0	1	0	0	0	0	1	0	130.49019	0.73333001	0	3.43643	22	1	1	1
6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	116	3	0	16	709	1	54	46	3	-0.52829999	0	0	1	0	0	0	0	0	0	130.49019	0.60869998	0	3.43643	22	1	1	1
9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	210	5	0	19	762	1	51	7	1	-0.95999998	1	0	0	0	0	1	1	0	0	301.32352	0.97959	0	4.2016802	63	1	1	1
2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	210	5	0	16	763	1	53	0	1	-0.88462001	1	0	0	0	0	0	1	0	0	301.32352	0.97872001	0	4.2194099	63	1	1	1
23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	210	5	0	16	763	1	53	36	1	-0.88462001	0	0	1	0	0	0	0	0	0	301.32352	0.97872001	0	4.2194099	63	1	1	1
3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	210	5	0	16	763	1	53	35	2	-0.88462001	0	1	0	1	0	1	0	0	0	301.32352	0.97872001	0	4.2194099	63	1	1	1
24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	210	3	0	18	701	1	70	47	1	-0.26087001	1	0	0	0	0	0	0	0	0	301.32352	0.60000002	0	3.34448	63	1	1	1
3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	210	3	0	18	701	1	70	9	2	-0.26087001	0	1	0	1	0	1	0	0	0	301.32352	0.60000002	0	3.34448	63	1	1	1
17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	2	3	33	2	210	5	0	15	761	0	35	30	1	-1.11765	1	0	0	0	0	0	0	1	0	301.32352	0.58462	0	4.1841002	63	1	1	1
22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	2	3	75	2	60	5	1	13	644	0	48	3	1	-0.87234002	1	0	0	0	0	0	0	1	0	504.90195	0.78846002	0	2.80899	100	1	1	1
22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	2	3	75	2	305	5	1	13	644	0	48	28	1	-0.87234002	0	1	0	0	0	1	0	1	0	367.40195	0.78846002	0	2.80899	67	1	1	1
43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	2	3	75	2	305	5	1	5	575	1	57	35	1	-0.60714	1	0	0	0	0	1	0	1	0	367.40195	0.79070002	0	2.3529401	67	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	1	0	7	648	1	50	0	1	-0.87755001	0	0	1	0	0	0	1	1	0	211.61765	0.86000001	0	2.84091	33	1	1	1
23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	1	0	7	648	1	50	5	1	-0.87755001	0	1	0	0	0	1	0	1	0	211.61765	0.86000001	0	2.84091	33	1	1	1
36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	1	0	3	673	0	48	0	1	-1	1	0	0	0	0	0	0	1	0	211.61765	0.90385002	0	3.0581	33	1	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	1	0	3	673	1	61	1	1	-0.56667	0	1	0	0	0	1	1	0	0	324.11765	0.87178999	0	3.0581	60	1	1	1
48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	1	0	2	677	1	59	0	1	-0.65517002	1	0	0	0	0	1	1	0	0	324.11765	0.92682999	0	3.0959799	60	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	1	0	3	686	1	54	0	1	-0.81132001	1	0	0	0	0	0	0	0	0	324.11765	0.93478	0	3.18471	60	1	1	1
7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	1	0	3	686	0	45	4	3	-1.15909	0	1	0	0	0	1	1	1	0	324.11765	0.92727	0	3.18471	60	1	1	1
28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	60	5	0	2	684	0	48	0	1	-1.04255	1	0	0	0	0	1	1	1	0	324.11765	0.94230998	0	3.1645601	60	1	0	1
48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	49	5	0	2	679	0	49	0	1	-1	1	0	0	0	0	1	1	1	0	386.61765	0.94117999	0	3.1152599	75	0	0	0
48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	49	1	0	3	692	0	48	0	1	-1.0212801	1	0	0	0	0	1	1	1	0	386.61765	0.92308003	0	3.2467501	75	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	49	5	0	1	653	1	53	0	1	-0.86537999	1	0	0	0	0	0	0	1	0	386.61765	0.95744997	0	2.88184	75	1	1	1
11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	3	4	63	3	49	5	0	1	653	1	53	18	1	-0.86537999	0	1	0	0	0	1	0	1	0	386.61765	0.95744997	0	2.88184	75	1	1	1
36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	73	1	0	5	698	0	46	0	1	-1.0666699	1	0	0	0	0	1	1	1	0	407.45099	0.88889003	0	3.31126	80	0	0	0
36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	73	1	0	5	702	0	44	0	1	-1.1627899	1	0	0	0	0	1	0	1	0	407.45099	0.89286	0	3.35571	80	0	0	0
24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	73	4	0	5	710	1	51	18	1	-0.95999998	1	0	0	0	0	0	0	0	0	407.45099	0.97959	0	3.4482801	80	1	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	73	5	0	5	710	0	11	8	3	-7.3000002	0	1	0	0	0	1	0	1	0	407.45099	0.82021999	0	3.4482801	80	1	1	1
19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	73	2	0	6	713	1	50	1	1	-1	1	0	0	0	0	0	0	0	0	407.45099	0.98000002	0	3.4843199	80	1	0	1
16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	79	1	0	6	713	0	29	14	1	-1.75	0	1	0	0	0	1	0	0	0	282.45099	0.69014001	0	3.4843199	50	1	0	1
37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	79	5	0	6	681	0	47	18	1	-1	1	0	0	0	0	1	0	1	0	282.45099	0.86791998	0	3.1348	50	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	4	63	3	79	1	0	5	705	0	46	19	1	-1.08889	1	0	0	0	0	NA	0	1	0	282.45099	0.90741003	0	3.3898301	50	1	1	1
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	60	5	0	0	511	1	61	21	1	-0.58332998	1	0	0	0	0	1	1	1	0	497.84314	0.89744002	0	2.0449901	100	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	60	5	0	0	518	1	50	0	1	-1	1	0	0	0	0	1	0	1	0	393.67648	0.98000002	0	2.0746901	75	1	1	1
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	60	5	0	0	513	1	51	1	1	-0.95999998	1	0	0	0	0	0	0	1	0	393.67648	0.97959	0	2.05339	75	1	0	1
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	60	5	0	0	513	1	51	1	1	-0.95999998	0	1	0	0	0	1	1	1	0	393.67648	0.97959	0	2.05339	75	1	1	1
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	60	5	0	0	508	1	54	1	1	-0.83019	1	0	0	0	0	0	0	1	0	393.67648	0.95652002	0	2.0325201	75	1	1	1
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	60	5	0	0	508	1	54	1	1	-0.83019	0	1	0	0	0	1	1	1	0	393.67648	0.95652002	0	2.0325201	75	1	1	1
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	60	5	0	0	497	1	57	0	1	-0.73214	1	0	0	0	0	0	0	1	0	393.67648	0.95349002	0	1.98807	75	1	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	88	5	0	0	497	1	57	5	1	-0.73214	0	1	0	0	0	1	0	1	0	360.34314	0.95349002	0	1.98807	67	1	1	1
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	88	5	0	0	514	1	50	0	1	-1	1	0	0	0	0	1	1	1	0	360.34314	0.98000002	0	2.05761	67	1	1	1
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	88	5	0	0	506	1	57	0	1	-0.75	1	0	0	0	0	1	0	1	0	360.34314	0.97674	0	2.0242901	67	0	0	0
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	82	5	0	0	518	1	52	0	1	-0.90196002	1	0	0	0	0	1	0	1	0	360.34314	0.95832998	0	2.0746901	67	1	0	1
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	82	5	0	3	556	0	47	4	2	-1.06522	1	0	0	0	0	1	1	1	0	360.34314	0.92453003	0	2.25225	67	1	1	1
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	82	5	0	2	556	1	50	0	1	-0.91837001	1	0	0	0	0	0	0	1	0	360.34314	0.89999998	0	2.25225	67	1	1	1
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	82	5	0	2	556	1	50	0	1	-0.91837001	0	0	1	0	0	1	1	1	0	360.34314	0.89999998	0	2.25225	67	1	1	1
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	82	5	0	2	556	0	49	0	1	-0.95832998	0	1	0	0	0	1	0	1	0	360.34314	0.90196002	0	2.25225	67	1	1	1
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	82	5	0	1	536	1	53	0	1	-0.84614998	1	0	0	0	0	1	1	1	0	360.34314	0.93616998	0	2.15517	67	0	0	0
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	69	3	75	5	0	1	522	1	61	6	1	-0.60000002	1	0	0	0	0	1	1	1	0	497.84314	0.92308003	0	2.0920501	100	0	0	0
